filename,repetition,participant_id,detrended_fluctuation_analysis,spectral_contrast_mean,spectral_contrast_sd,spectral_flatness_mean,spectral_flatness_sd,spectral_rolloff_mean,spectral_rolloff_sd,tonnetz_fifth_x_mean,tonnetz_fifth_x_sd,tonnetz_fifth_y_mean,tonnetz_fifth_y_sd,tonnetz_major_third_x_mean,tonnetz_major_third_x_sd,tonnetz_major_third_y_mean,tonnetz_major_third_y_sd,tonnetz_minor_third_x_mean,tonnetz_minor_third_x_sd,tonnetz_minor_third_y_mean,tonnetz_minor_third_y_sd,vowel_duration,average_mfccs_1,average_mfccs_2,average_mfccs_3,average_mfccs_4,alpha_ratio_mean,alpha_ratio_sd,apq11_shimmer,apq3_shimmer,apq5_shimmer,dda_shimmer,ddp_jitter,duration,f1_bandwidth_mean,f1_bandwidth_sd,f1_frequency_mean,f1_frequency_sd,f1_relative_energy_mean,f1_relative_energy_sd,f2_bandwidth_mean,f2_bandwidth_sd,f2_frequency_mean,f2_frequency_sd,f2_relative_energy_mean,f2_relative_energy_sd,f3_bandwidth_mean,f3_bandwidth_sd,f3_frequency_mean,f3_frequency_sd,f3_relative_energy_mean,f3_relative_energy_sd,h1_a3_harmonic_difference_mean,h1_a3_harmonic_difference_sd,h1_h2_harmonic_difference_mean,h1_h2_harmonic_difference_sd,hammarberg_index_mean,hammarberg_index_sd,hnr_mean,hnr_sd,local_jitter,local_absolute_jitter,local_dB_shimmer,local_shimmer,loudness_mean,loudness_sd,pause_durations_sum,pause_durations_mean,pause_durations_sd,number_of_pauses,pause_rate,ppq5_jitter,rap_jitter,rate_loudness_peaks,signal_to_noise_ratio,spectral_slope_0_500_mean,spectral_slope_0_500_sd,spectral_slope_500_1500_mean,spectral_slope_500_1500_sd,speech_ratio,utterance_durations_sum,utterance_durations_mean,utterance_durations_sd,vocal_tremor,pitch_max,pitch_min,pitch_mean,pitch_std,pitch_range,pitch_coefficient_of_variation,pitch_skewness,pitch_kurtosis,pitch_first_quartile,pitch_second_quartile,pitch_third_quartile,pitch_q2_q1_range,pitch_q3_q2_range,pitch_q3_q1_range,pitch_percentile_1,pitch_percentile_99,pitch_percentile_1_99_range,pitch_percentile_20,pitch_percentile_80,pitch_percentile_20_80_range,pitch_linear_regression_offset,pitch_linear_regression_slope,pitch_linear_regression_mse
AVPEPUDEAC0035a1.wav,a1,AVPEPUDEAC0035,0.040997,25.835972,6.498697,0.00065992307,0.00034593785,1289.84375,228.166085,-0.040278,0.258512,-0.07194,0.133256,-0.047875,0.082748,-0.0793,0.090994,-0.291074,0.230584,-0.087665,0.291513,2.165,121.877831,-5.632842,-17.239685,-49.14505,3.39975,1.112703,4.500303,1.841852,2.634465,5.525555,0.372255,2.208,100.842969,38.558167,639.019543,24.827179,9.198026,4.810593,133.163154,46.753464,1084.940631,44.252081,1.698259,4.503161,325.898753,131.272534,2644.311998,60.185651,-20.857157,4.186737,-21.745642,3.709747,1.56193,3.133002,28.702782,2.834322,21.53387,4.028935,0.353805,0.002525,39.521457,4.256539,-49.635178,2.030714,0,,,0,0,0.16367,0.124085,1.847575,-0.008525,4.375046,1.790434,-20.928401,2.005995,0.980525,2.165,2.165,0,2.144114,149.218801,115.524045,140.213636,6.530019,33.694756,0.046572,-1.568032,3.435003,139.602713,140.95518,142.705389,1.352467,1.750209,3.102676,116.546302,149.123494,32.577192,137.618933,144.820304,7.201371,137.34637,0.044454,39.858253
AVPEPUDEAC0054a2.wav,a2,AVPEPUDEAC0054,0.011825,24.957197,5.814098,0.0031537584,0.0013459307,3116.964286,88.24985,0.208536,0.212282,-0.125706,0.07142,-0.021812,0.068447,0.130541,0.038018,-0.304011,0.104464,0.205051,0.107541,2.185,32.023216,-84.906509,-2.406175,-27.794352,1.562968,0.10376,3.798199,3.043022,3.360792,9.129065,0.48805,2.23,135.497449,34.850892,855.090833,15.726083,9.898908,1.328511,225.716726,55.292363,1570.77513,33.469268,2.376163,1.543676,215.680792,61.871935,2792.000465,30.874037,-2.770863,2.025008,-5.600705,1.782653,3.277778,1.314058,12.786794,1.431935,20.617537,4.61246,0.28475,0.001314,43.906409,5.212631,-39.923069,2.057543,0,,,0,0,0.179857,0.162683,1.830664,-0.002715,8.177197,0.852588,2.943987,1.133715,0.979821,2.185,2.185,0,6.146908,216.483813,211.212613,214.197877,1.44734,5.271201,0.006757,-0.516405,-0.704997,213.339566,214.357883,215.407462,1.018317,1.04958,2.067896,211.218102,216.447424,5.229322,213.11589,215.475325,2.359435,216.325798,-0.026434,0.566694
AVPEPUDEAC0050a3.wav,a3,AVPEPUDEAC0050,0.033606,26.50455,6.189222,0.0020502105,0.0004341408,2997.585227,557.899974,-0.029271,0.170705,0.113089,0.128456,0.078016,0.057207,-0.044255,0.045005,-0.00684,0.123417,0.383397,0.04859,1.705,79.393265,-44.556324,-24.78714,-25.230057,2.685394,0.252202,2.659101,1.666007,2.041142,4.998021,0.325304,1.74,83.524883,10.805073,740.571005,6.931831,10.328563,2.913985,197.084096,43.591842,1271.352141,14.131973,1.390662,3.402877,231.502089,99.056288,2407.902602,45.155889,-11.413301,4.135375,-6.66437,1.756091,-2.163499,1.175713,19.091517,2.041102,21.420891,2.306337,0.256231,0.001921,27.400024,3.128309,-42.49995,0.610181,0,,,0,0,0.14475,0.108435,52.785924,-0.003967,3.181081,1.209173,-7.31289,1.203614,0.979885,1.705,1.705,0,5.615822,134.587469,128.896549,133.137834,1.036519,5.69092,0.007785,-1.416316,3.187947,132.475176,133.278554,133.977026,0.803377,0.698472,1.50185,129.146246,134.550487,5.404241,132.334235,134.054841,1.720606,133.380263,-0.004801,1.054392
AVPEPUDEA0007a3.wav,a3,AVPEPUDEA0007,0.020859,26.304053,6.168375,0.006602917,0.005505564,3289.174107,174.085285,-0.032475,0.296478,-0.230675,0.221857,0.013672,0.106851,-0.031969,0.113981,0.012921,0.179172,0.123995,0.403201,2.175,50.124516,-56.21629,0.36009,-21.170042,1.828165,0.679735,6.611401,4.573362,4.254299,13.720085,0.296026,2.22,253.95129,129.11775,768.097988,65.251131,1.977085,7.965976,132.406756,48.268862,1669.811703,26.097756,-0.502249,7.86817,563.315623,806.522245,3084.747667,86.715369,-10.651963,8.56685,-10.244139,5.512953,0.644838,2.437634,14.839686,3.806114,19.165521,6.069298,0.258317,0.001399,74.298242,8.702685,-31.553169,1.977147,0,,,0,0,0.128545,0.098675,3.218391,-0.000767,5.413814,1.152207,-6.91684,2.290256,0.97973,2.175,2.175,0,7.065267,199.413511,162.987808,176.964757,10.795673,36.425703,0.061005,0.214722,-1.124604,165.209488,180.422979,184.076203,15.213491,3.653224,18.866715,163.089305,199.11356,36.024255,164.841959,184.387956,19.545997,177.134558,-0.002612,116.536807
AVPEPUDEAC0022a2.wav,a2,AVPEPUDEAC0022,0.041454,23.508798,4.721454,0.0018236175,0.00096291257,1863.727679,294.884764,-0.098645,0.16461,-0.182014,0.068703,-0.008077,0.054119,-0.136799,0.017406,-0.35861,0.078213,-0.067269,0.163291,2.185,122.815483,-12.244081,-29.288624,-29.318106,3.110263,0.533179,3.960371,2.413215,2.698452,7.239644,0.944735,2.23,129.71807,28.407046,627.534249,14.619813,4.422628,0.985562,189.570209,133.113686,1105.993035,38.224105,-1.680958,1.110287,220.123385,99.281993,2364.646945,62.353339,-21.198518,2.876512,-15.465446,1.973666,1.994717,1.875814,25.215534,2.553702,17.275823,3.7336,0.513688,0.003652,40.720308,4.647163,-40.521873,0.955384,0,,,0,0,0.257122,0.314912,2.745995,-0.003113,2.576974,1.161512,-16.824616,1.469823,0.979821,2.185,2.185,0,3.939961,142.875655,135.341139,140.763114,1.503499,7.534516,0.010681,-1.778599,3.66145,140.233133,141.188305,141.716606,0.955172,0.528301,1.483473,135.647262,142.790233,7.142971,140.081397,141.867365,1.785968,140.44306,0.003679,2.225973
AVPEPUDEAC0035a2.wav,a2,AVPEPUDEAC0035,0.020795,27.643434,7.781952,0.0004460806,0.0006173624,1326.227679,529.285752,0.26655,0.276267,-0.270323,0.173535,0.157552,0.082751,-0.087648,0.11419,0.215651,0.139834,0.449926,0.263174,2.18,113.528267,15.779571,-16.387775,-68.80854,7.317909,2.166041,4.194607,1.53078,2.091815,4.59234,0.365296,2.23,62.52711,21.35856,621.707692,17.881497,7.827111,1.970535,171.341468,47.131117,994.318011,46.608866,-5.12734,2.775593,583.178883,500.698549,2692.552488,103.902472,-28.700085,5.421222,-25.3786,5.259744,0.208171,1.644909,32.643369,4.725174,25.541783,5.70172,0.271642,0.001714,35.299146,3.757742,-43.240178,2.807106,0,,,0,0,0.134613,0.121765,3.669725,-0.003899,4.588771,1.081196,-26.872117,2.852533,0.977578,2.18,2.18,0,5.771732,161.92268,130.093837,158.832007,4.88988,31.828843,0.030786,-4.161568,18.078582,158.962429,159.911145,160.85438,0.948716,0.943235,1.891951,133.257337,161.853382,28.596045,158.689542,160.929959,2.240417,156.395937,0.02935,21.908947
AVPEPUDEA0014a1.wav,a1,AVPEPUDEA0014,0.020529,26.265292,6.671731,0.00072996406,0.0005598076,2077.97476,794.44017,0.385366,0.127154,-0.190166,0.146824,0.143897,0.072563,-0.180755,0.036884,-0.100936,0.120364,0.595942,0.108869,1.48,87.205132,-12.742716,1.790056,-0.726708,7.256547,4.291113,2.373179,0.833898,1.228291,2.501694,0.370179,1.635,448.081333,141.152653,687.863718,137.526951,-10.801688,4.125786,390.610074,187.446636,1586.165375,72.178617,-19.386799,4.890796,276.587054,218.178911,2929.126052,82.670009,-28.828079,7.073989,-23.4716,5.579384,14.461695,3.568946,28.312174,6.82807,26.018464,5.499944,0.260862,0.00157,22.122411,2.486879,-37.747671,1.580791,0,,,0,0,0.146086,0.123393,1.351351,-0.002626,3.156785,1.257629,-8.212868,2.664287,0.905199,1.48,1.48,0,7.428621,169.56136,161.24414,165.291615,1.86958,8.31722,0.011311,0.074036,-0.005415,164.085044,165.375179,166.39022,1.290135,1.015041,2.305176,161.305924,169.461498,8.155574,163.86046,166.514484,2.654024,165.291508,0.000002,3.495328
AVPEPUDEA0006a2.wav,a2,AVPEPUDEA0006,0.019673,25.654857,6.395386,0.0021663245,0.0011358825,2591.741071,318.090852,-0.040864,0.225521,0.010874,0.155439,0.026616,0.072264,0.025767,0.095603,0.091512,0.197338,-0.009554,0.17103,2.19,81.370705,-99.86483,-3.578035,-9.651684,0.880928,0.256172,4.860787,1.278473,2.064784,3.835419,0.754427,2.23,184.370974,65.960326,955.13145,56.292553,11.192395,4.637802,244.712618,143.427062,1526.389694,49.043,7.445414,4.444706,1298.316101,779.213595,2590.365352,203.572017,-3.262946,3.856825,-5.034269,2.762631,5.472176,3.322931,15.829744,3.116062,17.939301,8.516711,0.524167,0.003178,34.628744,3.761972,-28.38774,3.301443,0,,,0,0,0.324238,0.251476,5.479452,-0.000547,4.525,1.584608,4.665475,2.837212,0.982063,2.19,2.19,0,9.477697,250.876661,118.868319,164.299024,22.032446,132.008342,0.1341,1.883272,4.802426,149.981677,158.611992,168.800939,8.630315,10.188947,18.819262,125.539078,247.251885,121.712807,149.419138,176.754202,27.335064,192.24416,-0.66536,218.920598
AVPEPUDEA0007a2.wav,a2,AVPEPUDEA0007,0.032999,24.778336,5.608724,0.009815112,0.0050611333,3354.758523,168.758205,-0.088292,0.152339,-0.142559,0.203592,0.056426,0.056606,0.049394,0.071632,0.010273,0.240163,-0.017475,0.280802,1.34,68.072533,-47.064014,-3.212574,-18.022722,1.91874,0.442646,7.547263,2.252841,3.581932,6.758522,0.347359,1.38,283.833283,143.072885,735.244766,50.133441,-1.129979,5.783449,206.950749,403.863775,1644.737908,38.771661,-2.972136,5.650205,516.079066,599.817403,3082.56384,110.633606,-12.991868,5.023887,-9.068628,2.184931,-1.433568,2.44605,14.810376,2.371191,16.398868,4.990781,0.415284,0.003944,51.521458,5.830659,-36.380231,1.607956,0,,,0,0,0.182889,0.115786,5.970149,-0.001028,3.98601,1.173502,-8.831984,1.965094,0.971014,1.34,1.34,0,23.945238,185.154348,155.078064,169.175,10.500058,30.076284,0.062066,0.057819,-1.692592,158.112319,168.960636,180.152634,10.848317,11.191998,22.040316,155.44807,184.933978,29.485908,157.604454,180.466728,22.862274,162.330598,0.155555,94.281044
AVPEPUDEA0050a1.wav,a1,AVPEPUDEA0050,0.024031,23.644682,4.576863,0.0030922685,0.0013752384,2505.46875,203.02775,0.144918,0.155637,0.202739,0.141529,0.055856,0.059536,-0.101154,0.040642,0.346378,0.08959,-0.006546,0.122163,2.165,117.441879,-72.34063,-15.876278,-14.174681,1.732508,0.234156,7.401669,3.741227,5.53589,11.223682,1.452588,2.23,385.262877,143.160035,858.660177,68.789146,-2.531132,2.61215,348.676261,115.908482,1455.133217,64.351074,-6.700027,1.23907,796.930949,570.030448,2724.16696,132.030821,-19.274088,2.405997,-15.410474,2.124121,4.121813,1.539291,19.629364,1.757466,11.007407,21.008929,0.949392,0.008557,71.887917,8.371884,-34.924074,2.274285,0,,,0,0,0.619624,0.484196,2.309469,-0.001945,5.61554,1.205423,-0.010478,1.311936,0.970852,2.165,2.165,0,15.97448,201.000719,153.760215,194.817755,6.237614,47.240504,0.032018,-5.370799,32.117515,193.80579,195.101822,197.085836,1.296031,1.984014,3.280045,155.30343,200.674822,45.371392,193.624686,197.736542,4.111856,197.579916,-0.038363,36.329334
AVPEPUDEAC0011a1.wav,a1,AVPEPUDEAC0011,0.023633,22.59799,6.476697,0.00056054356,0.00016622167,2151.633523,389.762251,-0.207147,0.153597,-0.210169,0.069584,-0.17259,0.064841,0.00852,0.041483,-0.162572,0.062091,0.458023,0.13446,0.65,89.677139,-13.023633,2.930063,21.982513,8.83345,1.480054,2.635921,1.054633,1.596764,3.163898,0.320213,0.69,438.791548,179.680357,376.406569,195.924101,-5.051503,6.45981,403.836428,214.900717,1260.870495,89.085274,-21.892007,2.215232,370.151372,187.703237,2515.439429,60.472663,-36.426904,1.809181,-13.689411,2.653994,-5.116977,3.003898,36.338312,1.826838,25.332301,1.415498,0.213395,0.001009,22.25944,2.489745,-38.624551,1.454013,0,,,0,0,0.133778,0.106738,4.615385,-0.002248,1.437151,0.891812,-2.443764,2.795666,0.942029,0.65,0.65,0,18.364197,212.931154,207.530775,210.479133,1.539104,5.400379,0.007312,-0.592407,-0.794528,209.301948,211.172102,211.509298,1.870154,0.337196,2.20735,207.547961,212.870988,5.323027,209.065161,211.723115,2.657954,210.97874,-0.017228,2.282771
